COFFEED,MANHATTAN,590,AVENUE OF THE AMERICAS,10011,__________,Cafe/Coffee/Tea,A,
GIORGIONE,MANHATTAN,307,SPRING STREET,10013,2123522628,Italian,,,
310 BOWERY BAR,MANHATTAN,310,BOWERY,10012,2124771166,American,A,
KING HING RESTAURANT,BRONX,3227,WESTCHESTER AVENUE,10461,7182397723,Chinese,,,
NEW SUKI SUSHI,BROOKLYN,9208,3RD AVE,11209,7182382323,Japanese,A,
JIAN BING MAN,MANHATTAN,11,W 32ND ST,10001,2126951388,Chinese/Cuban,,,
WING HUA II,BROOKLYN,223,CHURCH AVENUE,11218,7184368833,Chinese,,,
MAUI ONION,MANHATTAN,35,W 26TH ST,10010,9176861859,Hawaiian,,,
401 LUCKY STAR RESTAURANT,BROOKLYN,401,MOTHER GASTON BLVD,11212,7184852633,Chinese,A,
HARBOR INN SPORTS BAR,QUEENS,6463,DRY HARBOR RD,11379,6466435140,Bottled Beverages,,,
EL PUNTO COLUMBIANO RESTAURANTE BAKERY,QUEENS,1833,COLLEGE POINT BLVD,11356,9178637550,Spanish,A,
ACHILLES HEEL,BROOKLYN,180,WEST STREET,11222,7184863077,American,A,
CHINA GOURMET,QUEENS,24515,FRANCIS LEWIS BLVD,11422,9173622250,Chinese,B,
EL NUEVO ROBLE BILLIARDS,BRONX,216,E 170TH ST,10456,3478206981,Spanish,,,
MR. LO KITCHEN,QUEENS,27111,UNION TURNPIKE,11040,7183439888,Chinese,A,
ORIGINAL NAPOLI'S PIZZA,BROOKLYN,594,CRESCENT STREET,11208,7188279734,Pizza,,,
STATUS Q,BROOKLYN,8218,3RD AVE,11209,6466644665,American,,,
AYURVEDA CAFE,MANHATTAN,706,AMSTERDAM AVENUE,10025,2129322400,Indian,,,
KENNEDY CHICKEN AND PIZZA,BRONX,941,INTERVALE AVENUE,10459,7188602295,Chicken,,,
CHAMPION COFFEE,MANHATTAN,336,W 37TH ST,10018,6462469610,Cafe/Coffee/Tea,A,
NARE SUSHI,MANHATTAN,115,E 57TH ST,10022,6466660061,Japanese,,,
L'AROMA DELI CAFE,QUEENS,6254,FOREST AVENUE,11385,7184569788,Cafe/Coffee/Tea,A,
I TRE MERLI,MANHATTAN,10,LITTLE WEST 12TH ST,10014,2126465369,Italian,Not Yet Graded,
BALADE,MANHATTAN,208,1 AVENUE,10009,2125296868,Mediterranean,A,
GREEN SYMPHONY,MANHATTAN,255,WEST   43 STREET,10036,2123914747,American,A,
AZIZA 7 CAFE,BROOKLYN,2113,AVENUE Z,11235,7189340717,Middle Eastern,A,
CROSSROADS (MARRIOTT MARQUIS),MANHATTAN,1535,BROADWAY,10036,2123981900,American,,,
PRONTO PIZZA,MANHATTAN,141,FULTON ST,10038,2127324131,Pizza/Italian,A,
MARIO'S PIZZERIA,BROOKLYN,222,HOYT STREET,11217,7186243371,Pizza,,,
MACA RESTAURANT,QUEENS,6212,WOODHAVEN BLVD,11374,7186512441,Peruvian,B,
DUBOIS PASTRY,QUEENS,8408A,BROADWAY,11373,7184268586,Bakery,A,
HAMPTON INN,MANHATTAN,320,PEARL STREET,10038,2125714400,American,A,
F&F 99 CENTS PIZZA,MANHATTAN,2127,3RD AVE,10035,3476587162,Pizza,,,
MCDONALD'S,MANHATTAN,3809,BROADWAY,10032,2125687903,American,A,
